Puzzle,#Runs,Fraction
1:1:2014-1:71,23,1.02011
1:1:2014-1:71,24,1.02072
1:1:2014-1:71,25,1.02556
1:1:2014-1:71,26,1.02364
1:1:2014-1:71,27,1.01825
1:1:2014-1:71,28,1.01603
1:1:2014-1:71,29,1.01086
1:1:2014-1:71,30,1.01507
1:1:2014-1:71,31,1.01287
1:1:2014-1:71,32,1.01524
1:1:2014-1:71,33,1.00972
1:1:2014-1:71,34,1.01562
1:1:2014-1:71,35,1.01283
1:1:2014-1:71,36,1.02033
1:1:2014-1:71,37,1.02151
1:1:2014-1:71,38,1.02733
1:1:2014-1:71,39,1.02216
1:1:2014-1:71,40,1.02245
1:1:2014-1:71,41,1.02206
1:1:2014-1:71,42,1.02160
1:1:2014-1:71,43,1.02181
1:1:2014-1:71,44,1.02467
1:1:2014-1:71,45,1.02041
1:1:2014-1:71,46,1.01634
1:1:2014-1:71,47,1.01346
1:1:2014-1:71,48,1.01449
1:1:2014-1:71,49,1.01494
1:1:2014-1:71,50,1.01155
1:1:2014-1:71,51,1.01357
1:1:2014-1:71,52,1.01010
1:1:2014-1:71,53,1.01484
1:1:2014-1:71,54,1.01557
1:1:2014-1:71,55,1.01581
1:1:2014-1:71,56,1.01715
1:1:2014-1:71,57,1.01392
1:1:2014-1:71,58,1.01596
1:1:2014-1:71,59,1.02000
1:1:2014-1:71,60,1.01703
1:1:2014-1:71,61,1.01424
1:1:2014-1:71,62,1.01686
1:1:2014-1:71,63,1.01416
1:1:2014-1:71,64,1.01122
1:1:2014-1:71,65,1.00963
1:1:2014-1:71,66,1.00743
1:1:2014-1:71,67,1.00550
1:1:2014-1:71,68,1.00654
1:1:2014-1:71,69,1.00560
1:1:2014-1:71,70,1.00359
1:1:2014-1:71,71,1.00163
1:1:2014-1:71,72,1.00273
1:1:2014-1:71,73,1.00058
1:1:2014-1:71,74,1.00151
1:1:2014-1:71,75,1.00311
1:1:2014-1:71,76,1.00315
1:1:2014-1:71,77,1.00098
1:1:2014-1:71,78,0.999864
1:1:2014-1:71,79,0.999432
1:1:2014-1:71,80,0.999049
1:1:2014-1:71,81,1.00338
1:1:2014-1:71,82,1.00189
1:1:2014-1:71,83,1.00305
1:1:2014-1:71,84,1.00460
1:1:2014-1:71,85,1.00619
1:1:2014-1:71,86,1.00703
1:1:2014-1:71,87,1.00689
1:1:2014-1:71,88,1.00884
1:1:2014-1:71,89,1.00721
1:1:2014-1:71,90,1.00531
1:1:2014-1:71,91,1.00376
1:1:2014-1:71,92,1.00436
1:1:2014-1:71,93,1.00275
1:1:2014-1:71,94,1.00108
1:1:2014-1:71,95,1.00006
1:1:2014-1:71,96,0.998451
1:1:2014-1:71,97,0.997546
1:1:2014-1:71,98,0.998272
1:1:2014-1:71,99,0.999114
1:1:2014-1:71,100,1.00000
1:1:2014-1:72,1,0.958744
1:1:2014-1:72,2,0.976740
1:1:2014-1:72,3,0.973752
1:1:2014-1:72,4,0.981580
1:1:2014-1:72,5,0.979882
1:1:2014-1:72,6,0.995491
1:1:2014-1:72,7,0.988872
1:1:2014-1:72,8,0.986235
1:1:2014-1:72,9,0.988575
1:1:2014-1:72,10,0.984825
1:1:2014-1:72,11,0.991227
1:1:2014-1:72,12,0.989328
1:1:2014-1:72,13,0.995304
1:1:2014-1:72,14,0.998876
1:1:2014-1:72,15,0.995472
1:1:2014-1:72,16,0.992697
1:1:2014-1:72,17,0.993969
1:1:2014-1:72,18,0.992114
1:1:2014-1:72,19,0.994693
1:1:2014-1:72,20,0.993139
1:1:2014-1:72,21,0.994072
1:1:2014-1:72,22,0.994416
1:1:2014-1:72,23,0.995254
1:1:2014-1:72,24,0.994330
1:1:2014-1:72,25,0.994516
1:1:2014-1:72,26,0.993211
1:1:2014-1:72,27,0.993139
1:1:2014-1:72,28,0.998293
1:1:2014-1:72,29,0.999301
1:1:2014-1:72,30,0.998089
1:1:2014-1:72,31,1.00104
1:1:2014-1:72,32,1.00244
1:1:2014-1:72,33,1.00079
1:1:2014-1:72,34,0.999863
1:1:2014-1:72,35,1.00031
1:1:2014-1:72,36,0.999736
1:1:2014-1:72,37,1.00348
1:1:2014-1:72,38,1.00200
1:1:2014-1:72,39,1.00302
1:1:2014-1:72,40,1.00334
1:1:2014-1:72,41,1.00251
1:1:2014-1:72,42,1.00283
1:1:2014-1:72,43,1.00306
1:1:2014-1:72,44,1.00340
1:1:2014-1:72,45,1.00439
1:1:2014-1:72,46,1.00545
1:1:2014-1:72,47,1.00725
1:1:2014-1:72,48,1.00708
1:1:2014-1:72,49,1.00774
1:1:2014-1:72,50,1.00705
1:1:2014-1:72,51,1.00721
1:1:2014-1:72,52,1.00791
1:1:2014-1:72,53,1.00684
1:1:2014-1:72,54,1.00606
1:1:2014-1:72,55,1.00674
1:1:2014-1:72,56,1.00651
1:1:2014-1:72,57,1.00576
1:1:2014-1:72,58,1.00505
1:1:2014-1:72,59,1.00434
1:1:2014-1:72,60,1.00365
1:1:2014-1:72,61,1.00424
1:1:2014-1:72,62,1.00383
1:1:2014-1:72,63,1.00408
1:1:2014-1:72,64,1.00347
1:1:2014-1:72,65,1.00318
1:1:2014-1:72,66,1.00469
1:1:2014-1:72,67,1.00437
1:1:2014-1:72,68,1.00391
1:1:2014-1:72,69,1.00366
1:1:2014-1:72,70,1.00307
1:1:2014-1:72,71,1.00260
1:1:2014-1:72,72,1.00280
1:1:2014-1:72,73,1.00225
1:1:2014-1:72,74,1.00152
1:1:2014-1:72,75,1.00132
1:1:2014-1:72,76,1.00120
1:1:2014-1:72,77,1.00166
1:1:2014-1:72,78,1.00154
1:1:2014-1:72,79,1.00175
1:1:2014-1:72,80,1.00107
1:1:2014-1:72,81,1.00057
1:1:2014-1:72,82,1.00101
1:1:2014-1:72,83,1.00036
1:1:2014-1:72,84,0.999730
1:1:2014-1:72,85,1.00020
1:1:2014-1:72,86,1.00035
1:1:2014-1:72,87,0.999936
1:1:2014-1:72,88,0.999578
1:1:2014-1:72,89,0.999138
1:1:2014-1:72,90,0.998755
1:1:2014-1:72,91,0.999036
1:1:2014-1:72,92,0.998613
1:1:2014-1:72,93,0.998300
1:1:2014-1:72,94,0.998960
1:1:2014-1:72,95,0.998649
1:1:2014-1:72,96,0.998464
1:1:2014-1:72,97,0.999281
1:1:2014-1:72,98,0.999721
1:1:2014-1:72,99,1.00017
1:1:2014-1:72,100,1.00000
1:1:2014-1:74,1,0.943776
1:1:2014-1:74,2,0.902707
1:1:2014-1:74,3,0.956856
1:1:2014-1:74,4,0.972085
1:1:2014-1:74,5,0.948168
1:1:2014-1:74,6,0.949498
1:1:2014-1:74,7,0.960983
1:1:2014-1:74,8,0.987091
1:1:2014-1:74,9,1.02067
1:1:2014-1:74,10,1.03924
1:1:2014-1:74,11,1.03904
1:1:2014-1:74,12,1.03246
1:1:2014-1:74,13,1.02213
1:1:2014-1:74,14,1.03393
1:1:2014-1:74,15,1.03740
1:1:2014-1:74,16,1.02669
1:1:2014-1:74,17,1.01652
1:1:2014-1:74,18,1.01237
1:1:2014-1:74,19,1.00639
1:1:2014-1:74,20,0.997412
1:1:2014-1:74,21,0.989872
1:1:2014-1:74,22,0.985073
1:1:2014-1:74,23,0.989691
1:1:2014-1:74,24,0.993697
1:1:2014-1:74,25,0.987933
1:1:2014-1:74,26,0.981739
1:1:2014-1:74,27,0.983000
1:1:2014-1:74,28,0.993678
1:1:2014-1:74,29,0.995733
1:1:2014-1:74,30,0.999471
1:1:2014-1:74,31,1.00699
1:1:2014-1:74,32,1.00763
1:1:2014-1:74,33,1.00302
1:1:2014-1:74,34,0.996836
1:1:2014-1:74,35,1.00952
1:1:2014-1:74,36,1.00774
1:1:2014-1:74,37,1.00849
1:1:2014-1:74,38,1.00520
1:1:2014-1:74,39,1.00073
1:1:2014-1:74,40,0.999485
1:1:2014-1:74,41,0.996154
1:1:2014-1:74,42,0.993744
1:1:2014-1:74,43,0.996035
1:1:2014-1:74,44,0.991504
1:1:2014-1:74,45,1.00123
1:1:2014-1:74,46,1.00626
1:1:2014-1:74,47,1.00474
1:1:2014-1:74,48,1.00930
1:1:2014-1:74,49,1.00610
1:1:2014-1:74,50,1.00326
1:1:2014-1:74,51,0.998664
1:1:2014-1:74,52,1.00033
1:1:2014-1:74,53,0.998321
1:1:2014-1:74,54,1.00213
1:1:2014-1:74,55,1.00131
1:1:2014-1:74,56,0.998298
1:1:2014-1:74,57,0.996755
1:1:2014-1:74,58,0.995777
1:1:2014-1:74,59,0.998748
1:1:2014-1:74,60,0.997250
1:1:2014-1:74,61,0.995881
1:1:2014-1:74,62,0.998783
1:1:2014-1:74,63,1.00356
1:1:2014-1:74,64,1.00269
1:1:2014-1:74,65,1.00108
1:1:2014-1:74,66,0.999261
1:1:2014-1:74,67,0.999414
1:1:2014-1:74,68,1.00024
1:1:2014-1:74,69,1.00163
1:1:2014-1:74,70,0.999332
1:1:2014-1:74,71,0.999868
1:1:2014-1:74,72,0.997821
1:1:2014-1:74,73,0.997777
1:1:2014-1:74,74,0.996705
1:1:2014-1:74,75,0.993668
1:1:2014-1:74,76,0.992716
1:1:2014-1:74,77,0.994764
1:1:2014-1:74,78,0.993479
1:1:2014-1:74,79,0.994748
1:1:2014-1:74,80,0.992900
1:1:2014-1:74,81,0.996229
1:1:2014-1:74,82,0.997487
1:1:2014-1:74,83,0.996746
1:1:2014-1:74,84,0.997233
1:1:2014-1:74,85,0.994825
1:1:2014-1:74,86,0.996035
1:1:2014-1:74,87,0.994385
1:1:2014-1:74,88,0.994253
1:1:2014-1:74,89,0.996599
1:1:2014-1:74,90,0.996906
1:1:2014-1:74,91,0.999248
1:1:2014-1:74,92,0.996745
1:1:2014-1:74,93,0.997195
1:1:2014-1:74,94,0.997794
1:1:2014-1:74,95,0.995997
1:1:2014-1:74,96,1.00084
1:1:2014-1:74,97,0.999146
1:1:2014-1:74,98,0.999436
1:1:2014-1:74,99,0.999540
1:1:2014-1:74,100,1.00000
1:1:2014-1:75,1,0.991210
1:1:2014-1:75,2,0.972053
1:1:2014-1:75,3,0.930000
1:1:2014-1:75,4,0.900048
1:1:2014-1:75,5,0.922852
1:1:2014-1:75,6,0.937168
1:1:2014-1:75,7,0.965617
1:1:2014-1:75,8,0.959699
1:1:2014-1:75,9,0.948466
1:1:2014-1:75,10,0.960269
1:1:2014-1:75,11,0.973816
1:1:2014-1:75,12,0.969349
1:1:2014-1:75,13,0.976481
1:1:2014-1:75,14,0.973460
1:1:2014-1:75,15,0.969169
1:1:2014-1:75,16,0.981723
1:1:2014-1:75,17,0.978601
1:1:2014-1:75,18,0.986150
1:1:2014-1:75,19,0.989758
1:1:2014-1:75,20,0.989143
1:1:2014-1:75,21,0.988060
1:1:2014-1:75,22,0.997257
1:1:2014-1:75,23,1.00337
1:1:2014-1:75,24,0.998825
1:1:2014-1:75,25,0.994037
1:1:2014-1:75,26,0.991261
1:1:2014-1:75,27,0.986900
1:1:2014-1:75,28,0.988285
1:1:2014-1:75,29,0.987544
1:1:2014-1:75,30,0.987630
1:1:2014-1:75,31,0.990770
1:1:2014-1:75,32,0.994686
1:1:2014-1:75,33,0.989207
1:1:2014-1:75,34,0.989556
1:1:2014-1:75,35,0.985444
1:1:2014-1:75,36,0.985391
1:1:2014-1:75,37,0.991044
1:1:2014-1:75,38,0.990375
1:1:2014-1:75,39,0.989460
1:1:2014-1:75,40,0.987451
1:1:2014-1:75,41,0.984823
1:1:2014-1:75,42,0.989697
1:1:2014-1:75,43,0.988718
1:1:2014-1:75,44,0.984660
1:1:2014-1:75,45,0.987277
1:1:2014-1:75,46,0.989053
1:1:2014-1:75,47,0.990732
1:1:2014-1:75,48,0.991346
1:1:2014-1:75,49,0.990922
1:1:2014-1:75,50,0.989301
1:1:2014-1:75,51,0.985789
1:1:2014-1:75,52,0.988256
1:1:2014-1:75,53,0.986012
1:1:2014-1:75,54,0.985351
1:1:2014-1:75,55,0.984271
1:1:2014-1:75,56,0.983276
1:1:2014-1:75,57,0.985835
1:1:2014-1:75,58,0.986586
1:1:2014-1:75,59,0.988977
1:1:2014-1:75,60,0.987628
1:1:2014-1:75,61,0.987076
1:1:2014-1:75,62,0.987618
1:1:2014-1:75,63,0.987585
1:1:2014-1:75,64,0.988472
1:1:2014-1:75,65,0.987567
1:1:2014-1:75,66,0.990087
1:1:2014-1:75,67,0.989885
1:1:2014-1:75,68,0.990687
1:1:2014-1:75,69,0.990158
1:1:2014-1:75,70,0.989993
1:1:2014-1:75,71,0.990906
1:1:2014-1:75,72,0.990393
1:1:2014-1:75,73,0.988734
1:1:2014-1:75,74,0.992387
1:1:2014-1:75,75,0.992663
1:1:2014-1:75,76,0.992742
1:1:2014-1:75,77,0.992779
1:1:2014-1:75,78,0.992036
1:1:2014-1:75,79,0.992733
1:1:2014-1:75,80,0.994551
1:1:2014-1:75,81,0.994689
1:1:2014-1:75,82,0.992640
1:1:2014-1:75,83,0.993306
1:1:2014-1:75,84,0.991727
1:1:2014-1:75,85,0.992161
1:1:2014-1:75,86,0.993681
1:1:2014-1:75,87,0.993149
1:1:2014-1:75,88,0.993061
1:1:2014-1:75,89,0.994985
1:1:2014-1:75,90,0.994497
1:1:2014-1:75,91,0.992653
1:1:2014-1:75,92,0.993978
1:1:2014-1:75,93,0.994855
1:1:2014-1:75,94,0.995900
1:1:2014-1:75,95,0.995762
1:1:2014-1:75,96,0.996746
1:1:2014-1:75,97,0.997447
1:1:2014-1:75,98,0.998769
1:1:2014-1:75,99,0.999516
1:1:2014-1:75,100,1.00000
1:1:2014-1:76,1,0.835509
1:1:2014-1:76,2,1.09338
1:1:2014-1:76,3,1.08190
1:1:2014-1:76,4,1.04868
1:1:2014-1:76,5,1.03144
1:1:2014-1:76,6,1.02389
1:1:2014-1:76,7,0.998546
1:1:2014-1:76,8,0.982276
1:1:2014-1:76,9,0.978170
1:1:2014-1:76,10,1.01436
1:1:2014-1:76,11,1.04312
1:1:2014-1:76,12,1.03528
1:1:2014-1:76,13,1.02059
1:1:2014-1:76,14,1.01220
1:1:2014-1:76,15,1.01890
1:1:2014-1:76,16,1.00881
1:1:2014-1:76,17,1.00559
1:1:2014-1:76,18,1.01438
1:1:2014-1:76,19,1.02746
1:1:2014-1:76,20,1.01841
1:1:2014-1:76,21,1.02188
1:1:2014-1:76,22,1.02337
1:1:2014-1:76,23,1.01553
1:1:2014-1:76,24,1.02149
1:1:2014-1:76,25,1.01404
1:1:2014-1:76,26,1.00825
1:1:2014-1:76,27,1.00235
1:1:2014-1:76,28,1.00475
1:1:2014-1:76,29,1.00320
1:1:2014-1:76,30,1.00366
1:1:2014-1:76,31,1.00706
1:1:2014-1:76,32,1.00571
1:1:2014-1:76,33,1.00935
1:1:2014-1:76,34,1.01413
1:1:2014-1:76,35,1.00876
1:1:2014-1:76,36,1.01308
1:1:2014-1:76,37,1.01560
1:1:2014-1:76,38,1.01132
1:1:2014-1:76,39,1.01149
1:1:2014-1:76,40,1.00736
1:1:2014-1:76,41,1.00359
1:1:2014-1:76,42,0.999993
1:1:2014-1:76,43,0.999080
1:1:2014-1:76,44,0.997782
1:1:2014-1:76,45,1.00992
1:1:2014-1:76,46,1.01167
1:1:2014-1:76,47,1.01364
1:1:2014-1:76,48,1.01020
1:1:2014-1:76,49,1.00814
1:1:2014-1:76,50,1.01459
1:1:2014-1:76,51,1.01172
1:1:2014-1:76,52,1.01505
1:1:2014-1:76,53,1.01188
1:1:2014-1:76,54,1.01253
1:1:2014-1:76,55,1.01136
1:1:2014-1:76,56,1.00951
1:1:2014-1:76,57,1.00705
1:1:2014-1:76,58,1.00408
1:1:2014-1:76,59,1.00140
1:1:2014-1:76,60,0.999187
1:1:2014-1:76,61,0.998173
1:1:2014-1:76,62,0.998460
1:1:2014-1:76,63,1.00082
1:1:2014-1:76,64,1.00008
1:1:2014-1:76,65,1.00044
1:1:2014-1:76,66,1.00372
1:1:2014-1:76,67,1.00171
1:1:2014-1:76,68,1.00640
1:1:2014-1:76,69,1.00741
1:1:2014-1:76,70,1.00506
1:1:2014-1:76,71,1.00307
1:1:2014-1:76,72,1.00388
1:1:2014-1:76,73,1.00180
1:1:2014-1:76,74,1.00516
1:1:2014-1:76,75,1.00451
1:1:2014-1:76,76,1.01038
1:1:2014-1:76,77,1.00823
1:1:2014-1:76,78,1.00871
1:1:2014-1:76,79,1.00672
1:1:2014-1:76,80,1.00612
1:1:2014-1:76,81,1.00418
1:1:2014-1:76,82,1.00233
1:1:2014-1:76,83,1.00011
1:1:2014-1:76,84,1.00030
1:1:2014-1:76,85,0.999032
1:1:2014-1:76,86,0.998586
1:1:2014-1:76,87,0.999945
1:1:2014-1:76,88,0.998778
1:1:2014-1:76,89,0.998035
1:1:2014-1:76,90,0.996228
1:1:2014-1:76,91,1.00042
1:1:2014-1:76,92,0.999312
1:1:2014-1:76,93,1.00001
1:1:2014-1:76,94,0.998398
1:1:2014-1:76,95,0.998170
1:1:2014-1:76,96,0.998897
1:1:2014-1:76,97,1.00180
1:1:2014-1:76,98,1.00221
1:1:2014-1:76,99,1.00149
1:1:2014-1:76,100,1.00000
1:1:2014-1:77,1,1.05480
1:1:2014-1:77,2,1.08183
1:1:2014-1:77,3,1.08506
1:1:2014-1:77,4,1.03478
1:1:2014-1:77,5,1.04645
1:1:2014-1:77,6,1.02705
1:1:2014-1:77,7,1.05563
1:1:2014-1:77,8,1.05633
1:1:2014-1:77,9,1.10605
1:1:2014-1:77,10,1.09116
1:1:2014-1:77,11,1.07876
1:1:2014-1:77,12,1.08918
1:1:2014-1:77,13,1.06892
1:1:2014-1:77,14,1.04386
1:1:2014-1:77,15,1.03699
1:1:2014-1:77,16,1.03270
1:1:2014-1:77,17,1.02780
1:1:2014-1:77,18,1.03783
1:1:2014-1:77,19,1.05100
1:1:2014-1:77,20,1.04084
1:1:2014-1:77,21,1.04506
1:1:2014-1:77,22,1.04877
1:1:2014-1:77,23,1.04524
1:1:2014-1:77,24,1.03995
1:1:2014-1:77,25,1.03960
1:1:2014-1:77,26,1.04038
1:1:2014-1:77,27,1.05111
1:1:2014-1:77,28,1.04671
1:1:2014-1:77,29,1.04021
1:1:2014-1:77,30,1.05042
1:1:2014-1:77,31,1.05733
1:1:2014-1:77,32,1.04437
1:1:2014-1:77,33,1.04983
1:1:2014-1:77,34,1.04795
1:1:2014-1:77,35,1.04845
1:1:2014-1:77,36,1.04627
1:1:2014-1:77,37,1.04192
1:1:2014-1:77,38,1.03208
1:1:2014-1:77,39,1.03585
1:1:2014-1:77,40,1.02969
1:1:2014-1:77,41,1.03722
1:1:2014-1:77,42,1.03336
1:1:2014-1:77,43,1.03125
1:1:2014-1:77,44,1.02549
1:1:2014-1:77,45,1.02889
1:1:2014-1:77,46,1.02252
1:1:2014-1:77,47,1.02866
1:1:2014-1:77,48,1.03026
1:1:2014-1:77,49,1.02651
1:1:2014-1:77,50,1.02868
1:1:2014-1:77,51,1.02726
1:1:2014-1:77,52,1.02841
1:1:2014-1:77,53,1.02601
1:1:2014-1:77,54,1.02067
1:1:2014-1:77,55,1.01660
1:1:2014-1:77,56,1.02343
1:1:2014-1:77,57,1.02301
1:1:2014-1:77,58,1.02012
1:1:2014-1:77,59,1.02208
1:1:2014-1:77,60,1.01860
1:1:2014-1:77,61,1.01680
1:1:2014-1:77,62,1.02053
1:1:2014-1:77,63,1.01811
1:1:2014-1:77,64,1.01497
1:1:2014-1:77,65,1.01311
1:1:2014-1:77,66,1.00824
1:1:2014-1:77,67,1.01043
1:1:2014-1:77,68,1.00945
1:1:2014-1:77,69,1.00920
1:1:2014-1:77,70,1.01241
1:1:2014-1:77,71,1.01165
1:1:2014-1:77,72,1.01250
1:1:2014-1:77,73,1.00864
1:1:2014-1:77,74,1.00691
1:1:2014-1:77,75,1.00780
1:1:2014-1:77,76,1.00509
1:1:2014-1:77,77,1.00703
1:1:2014-1:77,78,1.01141
1:1:2014-1:77,79,1.01219
1:1:2014-1:77,80,1.00928
1:1:2014-1:77,81,1.00693
1:1:2014-1:77,82,1.00540
1:1:2014-1:77,83,1.00739
1:1:2014-1:77,84,1.00565
1:1:2014-1:77,85,1.00614
1:1:2014-1:77,86,1.00648
1:1:2014-1:77,87,1.00643
1:1:2014-1:77,88,1.00676
1:1:2014-1:77,89,1.00856
1:1:2014-1:77,90,1.01115
1:1:2014-1:77,91,1.00785
1:1:2014-1:77,92,1.00524
1:1:2014-1:77,93,1.00540
1:1:2014-1:77,94,1.00191
1:1:2014-1:77,95,1.00054
1:1:2014-1:77,96,1.00215
1:1:2014-1:77,97,1.00083
1:1:2014-1:77,98,0.998551
1:1:2014-1:77,99,0.996607
1:1:2014-1:77,100,1.00000
1:1:2014-1:78,1,0.602713
1:1:2014-1:78,2,0.791271
1:1:2014-1:78,3,0.992989
1:1:2014-1:78,4,0.955370
1:1:2014-1:78,5,0.887015
1:1:2014-1:78,6,0.866401
1:1:2014-1:78,7,0.947629
1:1:2014-1:78,8,0.926972
1:1:2014-1:78,9,0.940931
1:1:2014-1:78,10,1.02404
1:1:2014-1:78,11,0.988682
1:1:2014-1:78,12,1.03728
1:1:2014-1:78,13,1.02041
1:1:2014-1:78,14,1.00056
1:1:2014-1:78,15,1.00272
1:1:2014-1:78,16,1.03313
1:1:2014-1:78,17,1.05349
1:1:2014-1:78,18,1.04506
1:1:2014-1:78,19,1.02466
1:1:2014-1:78,20,1.04519
1:1:2014-1:78,21,1.04004
1:1:2014-1:78,22,1.04297
1:1:2014-1:78,23,1.03007
1:1:2014-1:78,24,1.01945
1:1:2014-1:78,25,1.00940
1:1:2014-1:78,26,1.01737
1:1:2014-1:78,27,1.01086
1:1:2014-1:78,28,1.00796
1:1:2014-1:78,29,0.998875
1:1:2014-1:78,30,0.988362
1:1:2014-1:78,31,0.976967
1:1:2014-1:78,32,0.980502
1:1:2014-1:78,33,0.968924
1:1:2014-1:78,34,0.976604
1:1:2014-1:78,35,0.971177
1:1:2014-1:78,36,0.982051
1:1:2014-1:78,37,0.971683
1:1:2014-1:78,38,0.961861
1:1:2014-1:78,39,0.954847
1:1:2014-1:78,40,0.953476
1:1:2014-1:78,41,0.961853
1:1:2014-1:78,42,0.961369
1:1:2014-1:78,43,0.953028
1:1:2014-1:78,44,0.954025
1:1:2014-1:78,45,0.961749
1:1:2014-1:78,46,0.959829
1:1:2014-1:78,47,0.954508
1:1:2014-1:78,48,0.948746
1:1:2014-1:78,49,0.959185
1:1:2014-1:78,50,0.959992
1:1:2014-1:78,51,0.954062
1:1:2014-1:78,52,0.964906
1:1:2014-1:78,53,0.981164
1:1:2014-1:78,54,0.989340
1:1:2014-1:78,55,0.995602
1:1:2014-1:78,56,0.994737
1:1:2014-1:78,57,1.01320
1:1:2014-1:78,58,1.00908
1:1:2014-1:78,59,1.01002
1:1:2014-1:78,60,1.02164
1:1:2014-1:78,61,1.01470
1:1:2014-1:78,62,1.01723
1:1:2014-1:78,63,1.01664
1:1:2014-1:78,64,1.02216
1:1:2014-1:78,65,1.02148
1:1:2014-1:78,66,1.02368
1:1:2014-1:78,67,1.02712
1:1:2014-1:78,68,1.02169
1:1:2014-1:78,69,1.02320
1:1:2014-1:78,70,1.01719
1:1:2014-1:78,71,1.01138
1:1:2014-1:78,72,1.01735
1:1:2014-1:78,73,1.01347
1:1:2014-1:78,74,1.00786
1:1:2014-1:78,75,1.00834
1:1:2014-1:78,76,1.00300
1:1:2014-1:78,77,0.998355
1:1:2014-1:78,78,1.00553
1:1:2014-1:78,79,1.00057
1:1:2014-1:78,80,0.997521
1:1:2014-1:78,81,1.00121
1:1:2014-1:78,82,1.00018
1:1:2014-1:78,83,0.997599
1:1:2014-1:78,84,0.997222
1:1:2014-1:78,85,0.996057
1:1:2014-1:78,86,0.992722
1:1:2014-1:78,87,0.996583
1:1:2014-1:78,88,0.996074
1:1:2014-1:78,89,0.991676
1:1:2014-1:78,90,0.996193
1:1:2014-1:78,91,0.991889
1:1:2014-1:78,92,0.993248
1:1:2014-1:78,93,1.00207
1:1:2014-1:78,94,1.00272
1:1:2014-1:78,95,0.998461
1:1:2014-1:78,96,0.995808
1:1:2014-1:78,97,0.993382
1:1:2014-1:78,98,0.994272
1:1:2014-1:78,99,0.995484
1:1:2014-1:78,100,1.00000
1:1:2014-1:79,1,1.02949
1:1:2014-1:79,2,1.01119
1:1:2014-1:79,3,0.999013
1:1:2014-1:79,4,1.02362
1:1:2014-1:79,5,1.00931
1:1:2014-1:79,6,1.01692
1:1:2014-1:79,7,1.01609
1:1:2014-1:79,8,1.01341
1:1:2014-1:79,9,1.00555
1:1:2014-1:79,10,1.00519
1:1:2014-1:79,11,1.00874
1:1:2014-1:79,12,1.00402
1:1:2014-1:79,13,0.998837
1:1:2014-1:79,14,0.998891
1:1:2014-1:79,15,0.995215
1:1:2014-1:79,16,0.996596
1:1:2014-1:79,17,1.00050
1:1:2014-1:79,18,1.00185
1:1:2014-1:79,19,0.999882
1:1:2014-1:79,20,0.997075
1:1:2014-1:79,21,0.998481
1:1:2014-1:79,22,0.999219
1:1:2014-1:79,23,1.00043
1:1:2014-1:79,24,1.00218
1:1:2014-1:79,25,1.00633
1:1:2014-1:79,26,1.00388
1:1:2014-1:79,27,1.00305
1:1:2014-1:79,28,1.00262
1:1:2014-1:79,29,1.00059
1:1:2014-1:79,30,1.00111
1:1:2014-1:79,31,1.00103
1:1:2014-1:79,32,1.00399
1:1:2014-1:79,33,1.00217
1:1:2014-1:79,34,1.00184
1:1:2014-1:79,35,1.00193
1:1:2014-1:79,36,1.00261
1:1:2014-1:79,37,1.00099
1:1:2014-1:79,38,1.00077
1:1:2014-1:79,39,1.00000
1:1:2014-1:79,40,0.999779
1:1:2014-1:79,41,0.998240
1:1:2014-1:79,42,0.996989
1:1:2014-1:79,43,0.995795
1:1:2014-1:79,44,0.995760
1:1:2014-1:79,45,0.997788
1:1:2014-1:79,46,0.996628
1:1:2014-1:79,47,0.996846
1:1:2014-1:79,48,0.997734
1:1:2014-1:79,49,0.997057
1:1:2014-1:79,50,0.997450
1:1:2014-1:79,51,0.996435
1:1:2014-1:79,52,0.996706
1:1:2014-1:79,53,0.996265
1:1:2014-1:79,54,0.996896
1:1:2014-1:79,55,0.996254
1:1:2014-1:79,56,0.997968
1:1:2014-1:79,57,0.997671
1:1:2014-1:79,58,0.998415
1:1:2014-1:79,59,0.998588
1:1:2014-1:79,60,0.997655
1:1:2014-1:79,61,0.997815
1:1:2014-1:79,62,0.997356
1:1:2014-1:79,63,0.996638
1:1:2014-1:79,64,0.997220
1:1:2014-1:79,65,0.996672
1:1:2014-1:79,66,0.996576
1:1:2014-1:79,67,0.995816
1:1:2014-1:79,68,0.995603
1:1:2014-1:79,69,0.995635
1:1:2014-1:79,70,0.995678
1:1:2014-1:79,71,0.995609
1:1:2014-1:79,72,0.995161
1:1:2014-1:79,73,0.995464
1:1:2014-1:79,74,0.995393
1:1:2014-1:79,75,0.995970
1:1:2014-1:79,76,0.995906
1:1:2014-1:79,77,0.996215
1:1:2014-1:79,78,0.996848
1:1:2014-1:79,79,0.996087
1:1:2014-1:79,80,0.998177
1:1:2014-1:79,81,0.998434
1:1:2014-1:79,82,0.998222
1:1:2014-1:79,83,0.997816
1:1:2014-1:79,84,0.997753
1:1:2014-1:79,85,0.998672
1:1:2014-1:79,86,0.998580
1:1:2014-1:79,87,0.998958
1:1:2014-1:79,88,0.999397
1:1:2014-1:79,89,0.999827
1:1:2014-1:79,90,1.00091
1:1:2014-1:79,91,1.00138
1:1:2014-1:79,92,1.00179
1:1:2014-1:79,93,1.00109
1:1:2014-1:79,94,1.00080
1:1:2014-1:79,95,1.00067
1:1:2014-1:79,96,1.00091
1:1:2014-1:79,97,1.00081
1:1:2014-1:79,98,1.00050
